Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74
178.0,73.0,18.0,16.0,0.0,0.0,9.0,77.0,0.0,0.0,0.0,4.0,0.0,42.0,19.0,139.0,13.0,1.0,94.0,3.0,5.0,0.0,2.0,84.0,19.0,2.0,58.0,41.0,11.0,0.0,0.0,0.0,3.0,48.0,36.0,286.0,1182.0,15.0,0.0,167.0,290.0,131.0,11.0,1.0,118.0,0.0,1.0,1100.0,8.0,51.0,9.0,6.0,0.0,13.0,8.0,6.0,5.0,78.0,0.0,11.0,35.0,41.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,5.0,0.0,0.0
192.0,223.0,15.0,52.0,0.0,0.0,75.0,234.0,1.0,2.0,4.0,6.0,1.0,70.0,112.0,93.0,143.0,0.0,2.0,41.0,142.0,0.0,13.0,179.0,74.0,0.0,119.0,0.0,9.0,6.0,0.0,19.0,51.0,893.0,29.0,489.0,122.0,52.0,4.0,242.0,650.0,244.0,9.0,25.0,63.0,0.0,7.0,22.0,0.0,20.0,49.0,0.0,8.0,3.0,37.0,32.0,20.0,78.0,0.0,50.0,3.0,20.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
457.0,11.0,3.0,42.0,0.0,3.0,182.0,144.0,3.0,1.0,13.0,1.0,32.0,57.0,70.0,240.0,71.0,1.0,51.0,112.0,4.0,0.0,121.0,88.0,53.0,7.0,37.0,4.0,9.0,5.0,0.0,36.0,36.0,991.0,6.0,521.0,182.0,3.0,13.0,345.0,464.0,284.0,9.0,41.0,81.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,36.0,12.0,3.0,0.0,1.0,184.0,16.0,41.0,5.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615.0,763.0,0.0,318.0,0.0,1.0,107.0,596.0,1.0,64.0,0.0,58.0,1.0,84.0,614.0,909.0,79.0,2.0,134.0,4.0,75.0,0.0,2.0,724.0,72.0,14.0,227.0,71.0,22.0,3.0,0.0,8.0,111.0,1126.0,27.0,1696.0,1120.0,239.0,0.0,1637.0,1561.0,608.0,22.0,11.0,63.0,0.0,0.0,285.0,310.0,140.0,175.0,0.0,71.0,2.0,115.0,5.0,33.0,503.0,0.0,223.0,10.0,13.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0
95.0,6.0,0.0,4.0,0.0,0.0,34.0,30.0,1.0,2.0,4.0,1.0,3.0,20.0,20.0,81.0,21.0,0.0,9.0,10.0,1.0,1.0,3.0,20.0,7.0,6.0,28.0,2.0,3.0,1.0,0.0,0.0,10.0,129.0,7.0,106.0,36.0,4.0,4.0,110.0,74.0,86.0,3.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,6.0,3.0,0.0,0.0,44.0,5.0,5.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992.0,51.0,2.0,0.0,0.0,5.0,808.0,378.0,9.0,7.0,20.0,7.0,8.0,244.0,140.0,543.0,169.0,3.0,82.0,135.0,15.0,0.0,63.0,185.0,87.0,4.0,204.0,43.0,33.0,55.0,43.0,41.0,125.0,2089.0,32.0,1205.0,808.0,21.0,20.0,772.0,702.0,779.0,33.0,140.0,92.0,129.0,25.0,0.0,0.0,0.0,2.0,12.0,9.0,6.0,90.0,29.0,14.0,7.0,3.0,441.0,22.0,29.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551.0,28.0,0.0,26.0,0.0,0.0,352.0,237.0,4.0,1.0,30.0,10.0,3.0,52.0,98.0,447.0,247.0,2.0,80.0,137.0,22.0,3.0,48.0,127.0,160.0,5.0,150.0,5.0,38.0,10.0,51.0,43.0,86.0,1558.0,4.0,738.0,352.0,6.0,30.0,592.0,683.0,460.0,38.0,125.0,130.0,79.0,53.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,47.0,11.0,7.0,1.0,1.0,140.0,28.0,60.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,38.0,0.0,1.0,0.0,0.0,15.0,29.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,38.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,25.0,9.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,52.0,0.0,146.0,15.0,11.0,0.0,60.0,39.0,16.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,10.0,0.0,0.0,7.0,26.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
315.0,546.0,0.0,38.0,0.0,1.0,63.0,354.0,4.0,38.0,1.0,159.0,1.0,183.0,226.0,236.0,139.0,0.0,663.0,14.0,433.0,0.0,9.0,917.0,103.0,2.0,287.0,0.0,21.0,3.0,0.0,14.0,75.0,767.0,4.0,901.0,306.0,121.0,1.0,514.0,2716.0,491.0,21.0,16.0,84.0,0.0,0.0,158.0,36.0,25.0,82.0,1.0,0.0,0.0,52.0,17.0,10.0,515.0,0.0,99.0,33.0,32.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
617.0,709.0,0.0,131.0,0.0,1.0,304.0,347.0,1.0,27.0,2.0,6.0,1.0,251.0,28.0,322.0,79.0,23.0,559.0,68.0,63.0,0.0,31.0,404.0,261.0,7.0,344.0,10.0,53.0,2.0,3.0,66.0,126.0,2197.0,23.0,1504.0,353.0,32.0,2.0,364.0,1613.0,849.0,53.0,72.0,128.0,0.0,47.0,40.0,2.0,8.0,1.0,4.0,0.0,13.0,14.0,5.0,4.0,377.0,0.0,227.0,5.0,49.0,5.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048.0,3264.0,11.0,5122.0,0.0,0.0,2992.0,2186.0,4.0,413.0,71.0,43.0,436.0,512.0,7392.0,7115.0,2280.0,5.0,1059.0,719.0,6.0,1176.0,1225.0,1687.0,1057.0,130.0,1184.0,128.0,292.0,161.0,4.0,20.0,377.0,4879.0,1142.0,20686.0,3357.0,464.0,71.0,15891.0,8419.0,2500.0,292.0,185.0,1815.0,0.0,1.0,0.0,265.0,100.0,33.0,17.0,52.0,78.0,1383.0,259.0,1.0,3.0,65.0,1.0,298.0,294.0,26.0,36.0,13.0,6.0,0.0,0.0,241.0,0.0,3105.0,3105.0,0.0,0.0
179.0,67.0,0.0,444.0,0.0,2.0,91.0,252.0,0.0,0.0,4.0,46.0,0.0,32.0,94.0,273.0,100.0,0.0,42.0,6.0,3.0,0.0,6.0,95.0,38.0,0.0,126.0,0.0,4.0,1.0,0.0,26.0,60.0,788.0,6.0,796.0,172.0,110.0,4.0,395.0,341.0,184.0,4.0,26.0,43.0,0.0,2.0,42.0,1.0,39.0,110.0,0.0,5.0,3.0,28.0,6.0,0.0,82.0,0.0,20.0,0.0,20.0,14.0,3.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0
115.0,3.0,8.0,7.0,0.0,1.0,114.0,33.0,1.0,0.0,5.0,0.0,1.0,11.0,23.0,119.0,26.0,1.0,10.0,18.0,3.0,0.0,8.0,35.0,9.0,1.0,27.0,0.0,5.0,2.0,2.0,1.0,16.0,367.0,3.0,169.0,114.0,11.0,5.0,148.0,104.0,75.0,5.0,5.0,19.0,29.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,38.0,9.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942.0,212.0,1447.0,3960.0,644.0,2495.0,625.0,572.0,44.0,958.0,62.0,0.0,0.0,271.0,32.0,1455.0,48.0,25.0,265.0,6.0,7.0,2.0,4.0,306.0,340.0,148.0,62.0,113.0,124.0,18.0,0.0,24.0,34.0,4153.0,22.0,14158.0,7614.0,1488.0,62.0,1694.0,671.0,665.0,124.0,42.0,23.0,0.0,57.0,0.0,1355.0,4680.0,197.0,334.0,42.0,52.0,206.0,4.0,3.0,0.0,95.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,953.0,0.0,0.0,0.0,0.0
74.0,40.0,0.0,0.0,0.0,1.0,25.0,33.0,0.0,2.0,0.0,52.0,0.0,10.0,5.0,23.0,6.0,0.0,3.0,4.0,6.0,0.0,1.0,17.0,8.0,5.0,18.0,0.0,2.0,4.0,0.0,2.0,6.0,35.0,1.0,116.0,115.0,10.0,0.0,37.0,38.0,35.0,2.0,6.0,32.0,0.0,0.0,39.0,8.0,38.0,0.0,7.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
445.0,24.0,33.0,0.0,0.0,6.0,356.0,150.0,3.0,0.0,13.0,1.0,3.0,54.0,91.0,357.0,170.0,2.0,74.0,95.0,22.0,1.0,27.0,117.0,104.0,3.0,108.0,10.0,7.0,27.0,31.0,8.0,52.0,2337.0,83.0,625.0,359.0,6.0,13.0,482.0,517.0,421.0,7.0,67.0,197.0,88.0,30.0,0.0,3.0,0.0,0.0,6.0,0.0,5.0,34.0,6.0,4.0,0.0,0.0,196.0,17.0,74.0,10.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6971.0,314.0,70.0,714.0,0.0,47.0,3458.0,2360.0,35.0,46.0,278.0,26.0,88.0,1236.0,1315.0,4741.0,3122.0,7.0,299.0,845.0,167.0,17.0,337.0,2053.0,1531.0,211.0,1474.0,238.0,377.0,513.0,257.0,192.0,844.0,15514.0,272.0,8180.0,3468.0,119.0,278.0,6256.0,7351.0,5578.0,377.0,979.0,2152.0,28.0,37.0,0.0,0.0,5.0,43.0,30.0,4.0,68.0,200.0,136.0,328.0,39.0,3.0,2125.0,746.0,443.0,12.0,236.0,31.0,413.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
19.0,10.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,11.0,0.0,4.0,1.0,11.0,6.0,1.0,0.0,3.0,3.0,0.0,1.0,11.0,9.0,1.0,14.0,1.0,1.0,1.0,1.0,0.0,2.0,26.0,1.0,29.0,16.0,1.0,0.0,14.0,24.0,28.0,1.0,3.0,13.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
105.0,62.0,3.0,27.0,0.0,0.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,53.0,9.0,2.0,15.0,5.0,1.0,0.0,0.0,25.0,14.0,2.0,55.0,29.0,10.0,0.0,0.0,0.0,2.0,50.0,11.0,197.0,290.0,0.0,0.0,74.0,255.0,118.0,10.0,1.0,60.0,0.0,0.0,121.0,4.0,41.0,0.0,0.0,0.0,15.0,5.0,0.0,3.0,194.0,0.0,17.0,9.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,6.0,6.0,0.0,0.0
70.0,114.0,0.0,26.0,93.0,3.0,3.0,48.0,0.0,2.0,2.0,0.0,0.0,30.0,16.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,85.0,5.0,333.0,16.0,2.0,2.0,39.0,16.0,12.0,1.0,1.0,45.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
709.0,11.0,37.0,118.0,0.0,16.0,244.0,142.0,4.0,0.0,9.0,0.0,1.0,28.0,89.0,128.0,87.0,0.0,15.0,15.0,1.0,0.0,17.0,75.0,26.0,3.0,53.0,0.0,9.0,2.0,0.0,14.0,27.0,648.0,2.0,897.0,244.0,0.0,9.0,251.0,217.0,121.0,9.0,17.0,46.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,5.0,1.0,0.0,0.0,39.0,2.0,29.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6900.0,277.0,25.0,1003.0,10.0,56.0,5084.0,2946.0,86.0,14.0,554.0,46.0,66.0,1517.0,1573.0,5612.0,1290.0,188.0,980.0,1543.0,273.0,9.0,722.0,2084.0,1089.0,60.0,1469.0,205.0,62.0,427.0,523.0,587.0,1010.0,21401.0,352.0,9191.0,5084.0,60.0,554.0,7686.0,7318.0,7109.0,62.0,1537.0,1039.0,793.0,127.0,0.0,0.0,0.0,8.0,38.0,72.0,105.0,501.0,125.0,103.0,1.0,15.0,4286.0,339.0,204.0,30.0,68.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374.0,830.0,0.0,660.0,115.0,1.0,6.0,354.0,0.0,20.0,26.0,195.0,0.0,192.0,675.0,254.0,594.0,0.0,72.0,41.0,567.0,0.0,2.0,444.0,28.0,45.0,224.0,119.0,49.0,2.0,0.0,4.0,31.0,235.0,126.0,2155.0,10737.0,229.0,26.0,1104.0,5082.0,452.0,49.0,6.0,680.0,0.0,5.0,5598.0,135.0,867.0,209.0,0.0,0.0,118.0,174.0,54.0,0.0,3308.0,99.0,35.0,38.0,502.0,8.0,3.0,3.0,0.0,0.0,0.0,169.0,4131.0,133.0,133.0,0.0,0.0
1380.0,74.0,5.0,21.0,0.0,19.0,806.0,294.0,17.0,25.0,112.0,4.0,100.0,296.0,927.0,1332.0,411.0,0.0,88.0,64.0,15.0,1.0,280.0,423.0,179.0,139.0,175.0,44.0,34.0,12.0,27.0,6.0,113.0,2840.0,22.0,1506.0,809.0,53.0,112.0,2497.0,1352.0,852.0,34.0,45.0,215.0,3.0,3.0,0.0,3.0,0.0,28.0,1.0,0.0,5.0,238.0,62.0,8.0,0.0,1.0,315.0,98.0,36.0,5.0,14.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,8.0,3.0,1.0,0.0,4.0,16.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555.0,88.0,0.0,1350.0,0.0,2.0,167.0,733.0,1.0,44.0,22.0,22.0,1.0,117.0,228.0,539.0,247.0,8.0,82.0,22.0,128.0,0.0,30.0,254.0,87.0,4.0,254.0,4.0,16.0,3.0,6.0,13.0,226.0,721.0,8.0,2022.0,185.0,233.0,22.0,879.0,928.0,424.0,16.0,23.0,20.0,0.0,17.0,18.0,0.0,0.0,187.0,2.0,5.0,9.0,113.0,113.0,1.0,43.0,1.0,75.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
218.0,1141.0,0.0,104.0,8.0,108.0,83.0,106.0,1.0,49.0,2.0,25.0,0.0,172.0,44.0,489.0,0.0,216.0,151.0,1.0,114.0,0.0,0.0,138.0,74.0,19.0,21.0,6.0,19.0,1.0,0.0,3.0,23.0,242.0,18.0,1583.0,1554.0,49.0,2.0,580.0,1018.0,122.0,19.0,3.0,108.0,0.0,0.0,1093.0,187.0,80.0,0.0,0.0,0.0,47.0,46.0,0.0,0.0,398.0,0.0,2.0,28.0,47.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,111.0,0.0,0.0,0.0,0.0
19.0,167.0,0.0,7.0,13.0,2.0,3.0,17.0,0.0,3.0,5.0,3.0,0.0,24.0,1.0,28.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,29.0,7.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,34.0,0.0,229.0,89.0,6.0,5.0,33.0,89.0,28.0,3.0,1.0,2.0,0.0,0.0,23.0,0.0,63.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0,42.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
48.0,61.0,0.0,2.0,0.0,2.0,10.0,29.0,0.0,2.0,2.0,22.0,0.0,3.0,13.0,47.0,6.0,1.0,4.0,1.0,5.0,0.0,1.0,13.0,3.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,113.0,1.0,112.0,27.0,5.0,2.0,68.0,45.0,35.0,1.0,0.0,24.0,0.0,0.0,5.0,1.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,12.0,0.0,3.0,1.0,3.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166.0,441.0,0.0,239.0,0.0,1.0,38.0,159.0,0.0,111.0,0.0,23.0,0.0,108.0,37.0,145.0,37.0,4.0,203.0,1.0,6.0,0.0,1.0,255.0,47.0,6.0,78.0,9.0,15.0,0.0,0.0,4.0,5.0,196.0,5.0,887.0,1196.0,208.0,0.0,196.0,681.0,186.0,15.0,4.0,50.0,0.0,0.0,288.0,483.0,48.0,93.0,4.0,0.0,15.0,14.0,18.0,7.0,150.0,0.0,44.0,3.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,40.0,340.0,45.0,45.0,0.0,0.0
302.0,117.0,0.0,631.0,0.0,9.0,44.0,338.0,0.0,0.0,5.0,11.0,0.0,97.0,96.0,257.0,156.0,1.0,198.0,31.0,18.0,0.0,6.0,161.0,58.0,0.0,164.0,0.0,10.0,7.0,0.0,11.0,42.0,739.0,10.0,1082.0,68.0,98.0,5.0,376.0,700.0,275.0,10.0,18.0,32.0,0.0,5.0,22.0,0.0,2.0,98.0,0.0,0.0,1.0,22.0,7.0,29.0,94.0,0.0,52.0,0.0,8.0,4.0,9.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
383.0,313.0,0.0,32.0,0.0,17.0,178.0,237.0,3.0,1.0,91.0,8.0,1.0,75.0,22.0,770.0,133.0,2.0,52.0,60.0,11.0,1.0,26.0,253.0,186.0,16.0,395.0,22.0,193.0,9.0,1.0,37.0,104.0,763.0,73.0,764.0,188.0,10.0,91.0,808.0,574.0,1103.0,193.0,47.0,503.0,0.0,18.0,8.0,1.0,2.0,9.0,0.0,20.0,8.0,15.0,17.0,18.0,0.0,1.0,483.0,53.0,19.0,161.0,85.0,22.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095.0,21.0,1.0,3.0,0.0,4.0,462.0,190.0,0.0,4.0,3.0,6.0,2.0,199.0,148.0,572.0,105.0,14.0,32.0,106.0,12.0,1.0,60.0,232.0,49.0,1.0,237.0,13.0,15.0,8.0,65.0,127.0,124.0,1583.0,27.0,1141.0,462.0,31.0,3.0,785.0,581.0,647.0,15.0,200.0,51.0,14.0,5.0,0.0,0.0,0.0,6.0,22.0,0.0,3.0,64.0,12.0,4.0,4.0,13.0,348.0,10.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,1.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,17.0,12.0,0.0,3.0,10.0,1.0,0.0,3.0,10.0,4.0,7.0,9.0,3.0,1.0,2.0,3.0,0.0,3.0,75.0,2.0,27.0,11.0,0.0,1.0,23.0,44.0,31.0,1.0,5.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,7.0,9.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
